order_id,rider_id,assigned,predicted_eta
O0041713,D0242,True,36.79154370882095
O0042195,D0266,True,30.096900675244118
O0041963,D0099,True,24.727291717470163
O0042257,D0025,True,28.95774461114171
O0042273,D0028,True,27.727791789911002
O0041941,D0076,True,25.6454873786244
O0041954,D0030,True,44.101976701589095
O0041998,D0260,True,35.63380965320761
O0041814,D0224,True,33.56208020843978
O0042249,D0280,True,31.726054315546794
O0042068,D0024,True,30.5876518162947
O0041967,D0097,True,30.460736727735657
O0042400,D0168,True,111.63663963308005
O0041731,D0220,True,25.064813038649103
O0041836,D0076,True,31.003637312628047
O0042369,D0259,True,35.6167237193801
O0042192,D0200,True,25.945922216213702
O0042003,D0270,True,63.117465866067164
O0041732,D0087,True,27.6953835107337
O0042271,D0027,True,18.030363845323443
O0041867,D0243,True,37.308042362044205
O0042074,D0260,True,73.76399286363447
O0041791,D0293,True,20.206493719275848
O0042327,D0002,True,57.40155561066123
O0042288,D0028,True,23.09220374750453
O0041851,D0177,True,33.36042898889116
O0042041,D0247,True,26.23420789842728
O0041840,D0277,True,24.446936944632856
O0042407,D0220,True,53.82073830991949
O0042374,D0142,True,96.68435649829675
O0041770,D0118,True,15.958503042937972
O0041991,D0206,True,43.781426275588714
O0042235,D0272,True,31.23409956867546
O0041856,D0155,True,25.270758571788857
O0041709,D0243,True,30.732885065781943
O0041916,D0164,True,20.137727448548944
O0042002,D0117,True,25.694540910633886
O0041729,D0251,True,42.19024250783651
O0041978,D0134,True,21.45555195522621
O0042054,D0033,True,23.857512560694506
O0041862,D0197,True,30.181918660773952
O0042326,D0136,True,39.330535636270795
O0041919,D0004,True,18.5934011779811
O0042413,D0280,True,22.720633066462735
O0042347,D0203,True,25.35843622078315
O0042237,D0296,True,50.644297985285384
O0042267,D0247,True,18.751028315393523
O0041822,D0210,True,28.53257210680997
O0041931,D0155,True,18.408185923213548
O0042335,D0164,True,21.972744491758792
O0041720,D0120,True,27.73156799710251
O0042270,D0205,True,28.876046668445817
O0041846,D0280,True,28.304802866034553
O0042342,D0049,True,22.479363861690462
O0041870,D0066,True,22.794981906874483
O0041878,D0088,True,31.011813261436405
O0042159,D0106,True,16.537176115237894
O0041975,D0198,True,20.461405417132358
O0042376,D0228,True,22.476057907923117
O0042117,D0103,True,36.165860846781065
O0041715,D0279,True,30.716857250582287
O0041692,D0048,True,35.060635294020464
O0041712,D0024,True,71.92361094960073
O0041705,D0201,True,37.91946870465422
O0042412,D0116,True,86.72655648191255
O0041875,D0274,True,25.011007406565735
O0041877,D0209,True,31.986310618695736
O0042112,D0084,True,24.093285058631718
O0042189,D0204,True,41.66136208764233
O0041760,D0149,True,21.823236897433812
O0041834,D0085,True,33.71069985929727
O0041777,D0214,True,22.69463146581441
O0042397,D0172,True,29.386782082390237
O0041788,D0036,True,25.54324669956578
O0042388,D0178,True,26.456540365119444
O0042182,D0206,True,23.64219820841686
O0042062,D0078,True,26.416824379729928
O0042037,D0052,True,17.75263677647624
O0041918,D0287,True,34.143095799766044
O0041717,D0299,True,97.25545995461357
O0042268,D0079,True,49.33939229796457
O0042392,D0124,True,38.498865965632255
O0042080,D0098,True,30.004374711174343
O0042028,D0288,True,25.22783617177262
O0042153,D0167,True,30.030939100929146
O0041671,D0039,True,17.024644460376024
O0041783,D0272,True,82.37152791872745
O0042361,D0068,True,27.749559116320878
O0042302,D0295,True,15.334091378283611
O0042229,D0164,True,25.902018768127693
O0041803,D0097,True,39.780685946542114
O0042096,D0113,True,96.5846940375039
O0041893,D0229,True,32.62468782774522
O0042289,D0186,True,19.671160163264513
O0042307,D0220,True,21.565559873561284
O0042136,D0249,True,47.644080362669285
O0041923,D0127,True,26.093380850529673
O0042185,D0296,True,66.21589062160042
O0041697,D0072,True,18.728891127403955
O0042198,D0046,True,19.870819493905636
O0041914,D0295,True,25.807845464994205
O0041754,D0037,True,25.07894260237612
O0042145,D0133,True,22.58593203798659
O0042016,D0188,True,16.991729295275825
O0041756,D0189,True,23.648631028260585
O0042313,D0279,True,21.26868726203965
O0041837,D0255,True,22.546488754197437
O0042393,D0129,True,18.753956761327796
O0042364,D0157,True,22.496713624448965
O0042168,D0251,True,32.79813319278506
O0042422,D0002,True,23.70759743042509
O0042063,D0247,True,23.752839741629014
O0042132,D0177,True,22.34807051325641
O0041669,D0105,True,28.45097730168805
O0042005,D0159,True,36.9085660915185
O0042403,D0048,True,26.701760861793613
O0041772,D0000,True,38.12216226016178
O0042147,D0172,True,21.604156629458178
O0042262,D0205,True,35.267297627089086
O0041769,D0168,True,29.832233455974695
O0042128,D0188,True,28.252856701546445
O0041843,D0085,True,25.232890488054842
O0042094,D0211,True,43.677880997282315
O0041816,D0178,True,22.11557819966455
O0042212,D0107,True,17.288968439997973
O0042114,D0200,True,73.00100834948526
O0042000,D0087,True,50.405798120395
O0042014,D0094,True,21.286416829575803
O0041824,D0281,True,18.988197748092603
O0042050,D0255,True,24.926693676663927
O0042115,D0025,True,34.96691483055738
O0041924,D0155,True,33.16214211126742
O0042354,D0279,True,89.99706375320697
O0042246,D0052,True,33.60633956589401
O0042102,D0193,True,42.88055679509197
O0042303,D0039,True,41.40075443128458
O0042301,D0108,True,20.76616010055085
O0041913,D0028,True,26.115362209605482
O0042012,D0071,True,19.64572719960361
O0041997,D0022,True,34.75130458825731
O0041682,D0195,True,43.01164635419064
O0042006,D0062,True,21.090388278657297
O0042091,D0106,True,32.13905363387486
O0042073,D0006,True,20.085575495439162
O0042152,D0099,True,26.244217619950103
O0041906,D0219,True,43.26390027531584
O0042337,D0274,True,26.985313605112275
O0041745,D0162,True,26.179922447902594
O0042111,D0048,True,29.723895941369385
O0041859,D0172,True,26.149520168800006
O0041948,D0292,True,20.6749192358792
O0042085,D0088,True,39.21963306035502
O0042280,D0247,True,34.94119594847799
O0041876,D0220,True,23.130095700251132
O0042046,D0166,True,25.71902029584921
O0042208,D0232,True,18.100821426124245
O0041946,D0124,True,19.874747496224483
O0041751,D0217,True,40.24264899653496
O0042052,D0136,True,38.146473263905605
O0041865,D0251,True,30.100243502926777
O0041858,D0168,True,46.23742449361689
O0041737,D0024,True,33.18119500377599
O0042363,D0143,True,31.75347267259406
O0042411,D0146,True,33.798934704887444
O0042058,D0064,True,23.164437108525117
O0042324,D0116,True,28.03543195303197
O0041746,D0046,True,27.359213179359152
O0042013,D0296,True,27.090654072456232
O0041719,D0202,True,28.7948308613862
O0041950,D0149,True,35.369472816695904
O0041958,D0007,True,17.41103171079315
O0042163,D0062,True,30.89158844110641
O0042155,D0140,True,29.183945026370942
O0042048,D0070,True,45.725414153300164
O0042263,D0099,True,49.825276674374535
O0042044,D0223,True,17.898201569978546
O0042384,D0188,True,36.713937044196285
O0041695,D0207,True,20.308118080966718
O0042357,D0213,True,18.678596382759277
O0042045,D0263,True,36.03953426125507
O0042210,D0239,True,17.71123808302281
O0042138,D0171,True,30.686207587303496
O0042186,D0015,True,24.696323300095905
O0041747,D0022,True,19.52322387400193
O0042088,D0172,True,24.75611327859878
O0041820,D0035,True,24.12145643357463
O0042373,D0180,True,19.837656786914767
O0042386,D0253,True,23.988009976128662
O0041673,D0157,True,38.5284570615275
O0041883,D0197,True,34.58363945508098
O0042056,D0074,True,30.451394237981376
O0041785,D0242,True,25.385483844050505
O0041980,D0299,True,23.046442702328445
O0041985,D0072,True,20.996294766759352
O0042340,D0225,True,18.369388027674084
O0042018,D0298,True,26.87640999373825
O0041685,D0177,True,97.6414782304103
O0041733,D0117,True,24.988301672364376
O0042265,D0239,True,39.35854044653231
O0042293,D0266,True,28.724055984262705
O0042142,D0220,True,71.05116334959982
O0042089,D0007,True,23.918159191368016
O0042319,D0297,True,29.88514291994461
O0042205,D0077,True,19.642222550206544
O0042092,D0166,True,14.351168885970376
O0041930,D0024,True,36.38406303014592
O0042072,D0006,True,40.1751872218694
O0042266,D0111,True,22.297728993249553
O0042306,D0268,True,19.83913115385784
O0041993,D0093,True,28.122227675589123
O0042418,D0167,True,30.241037229172022
O0042055,D0169,True,25.83860462666438
O0042409,D0022,True,34.79021781213917
O0042251,D0143,True,21.037765747689118
O0041680,D0234,True,31.336452414443954
O0042294,D0035,True,34.83779191922905
O0041691,D0115,True,19.57210523663525
O0041802,D0097,True,35.72003220024165
O0042065,D0299,True,28.646666739706166
O0042222,D0002,True,25.634455868117364
O0042394,D0166,True,86.50362124001404
O0041949,D0000,True,39.23557536930545
O0042026,D0296,True,34.04422628254637
O0042047,D0146,True,26.992173386440445
O0041861,D0053,True,22.86761926502276
O0041989,D0017,True,34.64052068203248
O0042424,D0015,True,25.953573944720628
O0041716,D0251,True,50.91696307098841
O0041728,D0247,True,38.77067950655072
O0041872,D0163,True,29.703884354964337
O0041724,D0225,True,37.2889898439593
O0042429,D0298,True,30.329212316901828
O0041964,D0104,True,28.914829267022704
O0042346,D0269,True,17.91097165944226
O0042236,D0165,True,36.47810363519737
O0041687,D0294,True,27.34625289264304
O0041848,D0126,True,25.09993365671617
O0041897,D0280,True,55.484947586673044
O0042290,D0058,True,27.331355604896086
O0042120,D0204,True,31.466834919500233
O0042231,D0258,True,25.96776146258384
O0042308,D0272,True,87.1247280015608
O0042421,D0232,True,22.375301004596782
O0041693,D0140,True,39.57030933455061
O0042272,D0070,True,29.784228840890098
O0041768,D0108,True,21.97772323671298
O0041665,D0221,True,22.842442731053154
O0041792,D0093,True,56.59412289419063
O0042402,D0193,True,36.332992269403256
O0042318,D0115,True,33.58346328102855
O0042176,D0113,True,40.31083194148113
O0042254,D0097,True,63.89382011418471
O0042124,D0253,True,27.688883524399596
O0042140,D0275,True,19.186696892663264
O0041797,D0192,True,68.54575021053503
O0042269,D0062,True,100.96429811404046
O0041996,D0278,True,24.309117721302737
O0042141,D0119,True,31.69484947092355
O0041696,D0296,True,40.7943007131931
O0041935,D0294,True,25.441384053616286
O0041821,D0013,True,18.966921096841062
O0041976,D0028,True,111.02169059918718
O0042344,D0269,True,22.904152455228473
O0041703,D0037,True,31.27334404292464
O0042126,D0102,True,24.874307711009735
O0042067,D0252,True,50.12707857507203
O0041968,D0236,True,25.604828443066946
O0041881,D0007,True,33.13135843808275
O0041915,D0186,True,18.742015025090154
O0042029,D0172,True,76.43127045658959
O0042020,D0297,True,58.33115637002199
O0042391,D0100,True,22.024763740773526
O0042258,D0104,True,36.69476551525769
O0042216,D0032,True,35.83687612128122
O0041880,D0073,True,31.76880487430585
O0041721,D0084,True,27.92722999232098
O0042017,D0217,True,47.20930062989644
O0042023,D0240,True,22.722584318959097
O0041864,D0051,True,51.168574729285154
O0041723,D0178,True,27.255624364692498
O0042064,D0123,True,27.121945684929166
O0042158,D0160,True,25.96356331606603
O0041681,D0052,True,34.40605872102942
O0041749,D0115,True,32.2814725151121
O0042188,D0247,True,106.61546670352276
O0042174,D0066,True,28.171077348172265
O0041863,D0281,True,35.22018766312384
O0041992,D0060,True,25.133275595484218
O0041808,D0288,True,43.56109035319799
O0041748,D0175,True,26.0917186099372
O0041868,D0055,True,24.364569684438617
O0042078,D0187,True,25.353786816756397
O0042123,D0182,True,41.450930135645855
O0042060,D0209,True,24.09168686383711
O0042213,D0119,True,38.39166186305357
O0042175,D0037,True,30.894118137885318
O0042104,D0190,True,29.85607353041354
O0042131,D0060,True,44.88308204633697
O0041987,D0245,True,40.3229035076641
O0042362,D0003,True,27.361401824186025
O0042038,D0143,True,122.106675563789
O0042042,D0115,True,20.60459812309469
O0042217,D0029,True,28.09515404314499
O0042292,D0033,True,19.86971646583756
O0042314,D0073,True,33.593801302029924
O0042066,D0032,True,48.55177015442373
O0042010,D0144,True,34.2746243691472
O0042166,D0035,True,44.354071100508705
O0041959,D0062,True,52.64054802992689
O0041740,D0209,True,40.9733100390738
O0041759,D0263,True,29.924892978157494
O0041711,D0172,True,31.10916403865725
O0041744,D0058,True,50.59577606584563
O0042378,D0013,True,38.822830204940814
O0042083,D0087,True,53.83021200381311
O0041817,D0009,True,47.64836939718459
O0041677,D0115,True,28.211028006322103
O0042227,D0219,True,35.812890249188214
O0042130,D0049,True,84.9647774060192
O0042033,D0113,True,38.20773187455234
O0041986,D0192,True,71.44732086552523
O0042395,D0004,True,30.873483900156312
O0042077,D0201,True,32.96059115022215
O0041686,D0262,True,75.0977021860677
O0041926,D0065,True,39.47268408838368
O0041753,D0025,True,43.39880825278219
O0041743,D0110,True,33.224382453312
O0042277,D0212,True,28.25716318312953
O0041925,D0076,True,97.10531910316804
O0042248,D0042,True,29.9588318546363
O0041857,D0084,True,44.941184501017695
O0042360,D0134,True,27.010626396420438
O0041672,D0000,True,54.088463486115764
O0042247,D0108,True,73.42539278013774
O0042087,D0217,True,44.389560167170764
O0041734,D0148,True,31.443123997187325
O0042139,D0060,True,43.68777248951202
O0042184,D0215,True,31.42474135959518
O0042103,D0043,True,39.01256930714188
O0042287,D0182,True,48.83208317450417
O0041882,D0030,True,121.16853597638506
O0041990,D0127,True,33.790977760217224
O0042284,D0106,True,34.17374037671578
O0041979,D0140,True,37.86067945962347
O0042196,D0005,True,45.42494486348586
O0041757,D0013,True,26.38705624205614
O0041839,D0024,True,46.43644542445132
O0042167,D0015,True,25.437995608678474
O0041742,D0231,True,52.48909308866423
O0042311,D0198,True,98.27332770837924
O0041825,D0289,True,57.77727020877155
O0041971,D0039,True,35.7105787293636
O0041798,D0161,True,23.296882031563083
O0042250,D0152,True,108.63247830845644
O0042206,D0062,True,47.38535847592756
O0042181,D0172,True,90.27804794804989
O0042162,D0119,True,43.39405187956874
O0042015,D0157,True,46.55333185495936
O0042224,D0221,True,35.20908973826747
O0042199,D0254,True,66.34123457204832
O0042387,D0130,True,33.73313397000443
O0042051,D0269,True,26.428819683495103
O0041684,D0212,True,22.388808018552275
O0042187,D0110,True,27.741873843042562
O0041944,D0255,True,26.00771054561579
O0041804,D0104,True,55.58569497008547
O0042209,D0298,True,36.943183797501256
O0042299,D0086,True,37.57015335996703
O0042036,D0061,True,35.417543790339685
O0042043,D0046,True,56.43037688968558
O0041690,D0174,True,36.07509588261421
O0041699,D0027,True,56.40491598223793
O0042399,D0051,True,42.04395315606783
O0042049,D0084,True,37.097935384722525
O0041782,D0113,True,52.788934519270875
O0041773,D0017,True,46.507330554365424
O0041855,D0093,True,54.22526896571303
O0041667,D0290,True,33.507280012351586
O0041977,D0169,True,21.31456304927022
O0041795,D0259,True,27.07985161642412
O0041853,D0036,True,65.52825845266378
O0042144,D0150,True,89.05144523828768
O0042356,D0004,True,38.83540230362873
O0041707,D0140,True,63.87991681474407
O0041812,D0296,True,55.8416213286509
O0042255,D0065,True,35.950396252397205
O0041899,D0000,True,39.34790568948681
O0041725,D0015,True,138.43196631967157
O0041886,D0127,True,27.407614552999746
O0041776,D0135,True,32.6365558230435
O0041710,D0275,True,37.11872869343913
O0041847,D0264,True,64.5996701532014
O0042081,D0263,True,57.96477798663923
O0041831,D0039,True,39.07056979004036
O0041784,D0182,True,34.791166427229165
O0041920,D0234,True,33.27728371234507
O0041718,D0217,True,51.550541287349105
O0041842,D0215,True,103.3682084897855
O0042420,D0161,True,33.32008173745155
O0041982,D0110,True,32.41610693979758
O0042133,D0003,True,26.91545299627809
O0042151,D0098,True,51.90835386349163
O0042256,D0209,True,79.6880856157472
O0042053,D0266,True,47.34831166900202
O0041811,D0042,True,36.54597130914709
O0042160,D0203,True,27.075026576718606
O0041850,D0120,True,44.845751032351764
O0042183,D0142,True,62.581092262900384
O0042390,D0028,True,38.59615826337206
O0041905,D0062,True,35.54090862014022
O0042276,D0187,True,26.944658757834272
O0041969,D0195,True,43.73157860327026
O0042339,D0146,True,50.013424092881294
O0042383,D0056,True,34.761424855469016
O0041764,D0193,True,46.24659391665037
O0042150,D0200,True,47.313895052311096
O0041844,D0247,True,122.48778090373044
O0041752,D0214,True,77.16466885519418
O0042191,D0259,True,46.7660534248384
O0042325,D0298,True,50.685012076523265
O0042122,D0084,True,42.76321002373073
O0041955,D0221,True,58.40799067811926
O0042358,D0157,True,62.053560732935615
O0042200,D0189,True,34.935830740339206
O0041781,D0086,True,27.786040800913476
O0042283,D0260,True,30.802598945057923
O0041722,D0087,True,50.09831888664476
O0041704,D0077,True,40.49729992548288
O0041887,D0192,True,31.706840427997225
O0042401,D0106,True,37.025299117263636
O0041738,D0051,True,43.13510310559652
O0041874,D0130,True,29.76676456028881
O0042202,D0134,True,28.51664528173176
O0041988,D0005,True,32.439934991946274
O0041779,D0289,True,43.20504439039397
O0042316,D0286,True,25.911181909472628
O0042414,D0297,True,61.61447265169464
O0042427,D0127,True,32.624159522487886
O0041911,D0061,True,40.19821435732924
O0042135,D0002,True,52.15593171700547
O0041698,D0025,True,69.42832401264772
O0042178,D0210,True,36.105049827957
O0042211,D0160,True,78.80011730979629
O0042330,D0167,True,33.656572865573054
O0042099,D0269,True,35.79540088515691
O0042312,D0262,True,27.67146945620723
O0042137,D0058,True,33.15097922076693
O0041901,D0112,True,118.46860665082778
O0042007,D0055,True,52.9621031372576
O0041984,D0285,True,23.259862234413976
O0041700,D0227,True,27.85423871144751
O0042404,D0135,True,33.92732205496193
O0041679,D0017,True,45.93482562985539
O0041871,D0290,True,40.785919255020914
O0042323,D0000,True,45.68218176688636
O0041666,D0188,True,31.041103386769162
O0041922,D0073,True,31.48710542741173
O0042059,D0072,True,49.42974509523583
O0042148,D0099,True,30.206510160869136
O0041775,D0255,True,48.69573032704335
O0042310,D0062,True,62.352885085750756
O0042226,D0143,True,57.436304729833644
O0042069,D0171,True,38.86949945590289
O0042315,D0111,True,24.676016080938464
O0042345,D0022,True,19.63360319231765
O0041900,D0212,True,35.363999064179765
O0042297,D0278,True,38.487429336524656
O0042075,D0053,True,43.323204342409355
O0042309,D0027,True,61.15613863784026
O0042368,D0088,True,59.162837814014594
O0041943,D0013,True,34.15627061447333
O0041694,D0066,True,34.924810673201264
O0041947,D0012,True,31.94133097776408
O0041956,D0105,True,28.363228374561658
O0042408,D0108,True,37.663974046703814
O0042230,D0217,True,60.58169876298096
O0041761,D0127,True,30.321965107091764
O0042173,D0104,True,33.62127557823958
O0042011,D0249,True,70.91777320124429
O0042298,D0084,True,53.74452886627953
O0042241,D0106,True,39.96523741093728
O0041838,D0036,True,45.403997890516976
O0041739,D0120,True,36.89949729867308
O0041970,D0251,True,56.389668411423344
O0042110,D0042,True,30.691018239926702
O0042001,D0235,True,42.87089266744094
O0041953,D0146,True,23.183502978234067
O0041799,D0259,True,33.93363287341594
O0042031,D0004,True,30.9744857439001
O0042375,D0030,True,19.172217405434672
O0042405,D0009,True,25.745810291112786
O0041974,D0193,True,92.50703649653245
O0042024,D0204,True,55.6234725036433
O0041708,D0137,True,30.772098795732195
O0042232,D0130,True,26.649778430360783
O0041983,D0285,True,41.77747250594378
O0042079,D0093,True,44.62806285511262
O0042218,D0134,True,23.117113947203517
O0041929,D0051,True,35.30436711708415
O0041833,D0144,True,39.968326944813896
O0042317,D0182,True,25.314541095133503
O0041938,D0139,True,34.21125733185285
O0041921,D0226,True,34.67289451092925
O0041841,D0163,True,42.75369621994682
O0042027,D0086,True,19.61821901624481
O0042417,D0140,True,27.612346706863583
O0042238,D0298,True,48.202432395903664
O0042221,D0022,True,121.52113087380928
O0042101,D0188,True,41.366493087571776
O0041932,D0295,True,91.6561788909472
O0042177,D0292,True,45.244130345116375
O0041890,D0198,True,23.89270667491944
O0041960,D0288,True,36.745553245552045
O0042243,D0001,True,44.25907970437014
O0042032,D0290,True,40.87024979970097
O0041904,D0003,True,26.78586090868874
O0042261,D0150,True,53.08538146003079
O0041726,D0157,True,39.330748512131215
O0041762,D0211,True,25.958122633001004
O0041994,D0209,True,20.444710000258677
O0041892,D0238,True,19.51892699153147
O0041806,D0287,True,58.69735137029509
O0042197,D0000,True,45.68425249330284
O0041813,D0039,True,42.65799452263317
O0042264,D0038,True,35.768471956719786
O0042278,D0049,True,27.951696849166414
O0042259,D0262,True,34.1696817528679
O0042057,D0008,True,36.544679916560824
O0042332,D0104,True,34.947030221540295
O0042086,D0070,True,28.99612711756649
O0041894,D0243,True,78.31104070999106
O0042143,D0087,True,29.769757829284252
O0042082,D0004,True,19.31881367991283
O0041891,D0241,True,90.83590019306583
O0042008,D0254,True,27.586202952557432
O0041819,D0066,True,75.97508542376102
O0041873,D0221,True,34.498526896793074
O0042220,D0169,True,35.41944225628527
O0042406,D0297,True,25.05451737269282
O0041896,D0184,True,23.308867575016784
O0042416,D0142,True,37.54355610767667
O0042282,D0211,True,31.736546735673336
O0041879,D0260,True,36.38701596853191
O0042260,D0261,True,21.23614462386165
O0041702,D0042,True,32.62291376868161
O0041907,D0233,True,39.91887589925773
O0042352,D0077,True,25.320383376069497
O0042425,D0074,True,38.216332811948654
O0042169,D0232,True,27.653767748684594
O0042219,D0093,True,31.754123225162264
O0042030,D0160,True,40.67054239039569
O0042381,D0264,True,29.990712763394274
O0042109,D0002,True,61.02268698206759
O0041828,D0294,True,21.164322803514107
O0041807,D0167,True,49.525903630161395
O0042021,D0215,True,17.564368523177805
O0041869,D0238,True,17.658424218748923
O0042379,D0027,True,37.38133962610032
O0042146,D0136,True,34.146847756124274
O0042100,D0003,True,30.20502590715061
O0042304,D0010,True,39.958907379523936
O0042154,D0157,True,32.67700883473193
O0041787,D0051,True,37.632811884603605
O0042296,D0179,True,24.521837135133612
O0041818,D0259,True,36.971117174677374
O0042245,D0036,True,25.031151469365547
O0041999,D0274,True,108.2470984233823
O0041895,D0001,True,51.88140636177389
O0041736,D0087,True,26.6006944638236
O0042097,D0062,True,113.67573848591344
O0042119,D0108,True,29.684421392030057
O0042365,D0126,True,43.253576276818926
O0041793,D0134,True,76.97150819868361
O0041763,D0221,True,32.26256456886687
O0041889,D0285,True,23.074130350598324
O0042171,D0150,True,32.34112033948965
O0042334,D0017,True,40.36828476487759
O0042351,D0254,True,29.87398660789541
O0042341,D0226,True,27.11479327647194
O0041908,D0247,True,28.556068818068255
O0042367,D0030,True,38.009549241623766
O0041683,D0211,True,31.82533878472671
O0042129,D0000,True,27.304423257681016
O0041940,D0094,True,35.19693225397673
O0042382,D0073,True,45.08348014610433
O0042223,D0070,True,71.20249270340256
O0041778,D0018,True,28.435159148260396
O0042105,D0204,True,23.700543596433274
O0041936,D0014,True,36.1072472330557
O0042039,D0169,True,34.51199579560277
O0042225,D0028,True,41.452048518570834
O0041676,D0007,True,36.7065901633833
O0041727,D0249,True,34.615132410726524
O0042121,D0298,True,36.86501249211464
O0041888,D0008,True,32.8533245896346
O0041670,D0005,True,25.043659655687282
O0041758,D0021,True,33.04191055294543
O0041934,D0109,True,17.443663885568185
O0042305,D0193,True,24.963142409083144
O0041706,D0076,True,36.61660100916656
O0041902,D0177,True,32.05534771779139
O0042331,D0196,True,39.9419128265904
O0042385,D0287,True,32.2994708232354
O0042389,D0104,True,28.709972512853042
O0042125,D0139,True,27.808873933726094
O0042428,D0064,True,34.38384714410253
O0042215,D0226,True,32.877564858409514
O0042300,D0258,True,20.985289888383413
O0041750,D0233,True,28.158829059697226
O0042214,D0235,True,29.931704908252925
O0042004,D0246,True,31.450009136585173
O0042366,D0195,True,33.41983848324889
O0042253,D0200,True,41.08065238503881
O0041951,D0042,True,28.894154783493974
O0041952,D0051,True,90.37956022310719
O0041701,D0215,True,41.62543096237325
O0042355,D0186,True,55.875370830998754
O0041755,D0288,True,23.482773072530755
