order_id,rider_id,assigned,predicted_eta,wait_before_assignment_sec
O0041963,D0155,True,23.628557525396207,0.0
O0042257,D0244,True,28.776009897169754,0.0
O0042273,D0297,True,28.608291948319554,0.0
O0041941,D0281,True,26.37667621777376,0.0
O0041954,D0044,True,44.405445048291654,0.0
O0041998,D0137,True,42.83832705597416,0.0
O0041814,D0220,True,34.561067140277046,0.0
O0042249,D0196,True,34.95714331237839,0.0
O0042068,D0000,True,31.098329486286183,0.0
O0041967,D0293,True,32.025260015376,0.0
O0042400,D0206,True,110.85332670311014,0.0
O0041731,D0077,True,24.92275284417268,0.0
O0041836,D0011,True,32.100752920243416,0.0
O0042369,D0014,True,35.81236101555622,0.0
O0042192,D0247,True,25.782053288522818,0.0
O0042003,D0204,True,64.28866684973008,0.0
O0041732,D0157,True,29.452372802981678,0.0
O0041867,D0169,True,37.85155764343112,0.0
O0042271,D0217,True,18.626718033439005,0.0
O0042074,D0133,True,75.55134593704646,0.0
O0041791,D0267,True,19.541892216085465,0.0
O0042327,D0296,True,56.68220409814989,0.0
O0042288,D0051,True,23.547992506435644,0.0
O0041851,D0299,True,35.19001683587351,0.0
O0042041,D0087,True,27.165632434155107,0.0
O0041840,D0185,True,23.604014345646736,0.0
O0042407,D0103,True,53.562740573906204,0.0
O0042374,D0168,True,93.02374988947797,0.0
O0041770,D0203,True,17.205462109219148,0.0
O0042235,D0066,True,31.534015210329763,0.0
O0041991,D0139,True,44.26777347557627,0.0
O0041856,D0272,True,24.941984770296028,0.0
O0041709,D0110,True,31.88427282919284,0.0
O0041916,D0275,True,21.771652747815708,0.0
O0041978,D0071,True,21.603765481096566,0.0
O0041729,D0089,True,45.869071491447734,0.0
O0042002,D0264,True,27.745569583692916,0.0
O0042054,D0052,True,24.32279109399023,0.0
O0041919,D0072,True,18.562018587831503,0.0
O0041862,D0175,True,33.62948507500061,0.0
O0042326,D0198,True,40.047996310094916,0.0
O0042413,D0073,True,23.254133980006127,0.0
O0042347,D0250,True,29.116281879996198,0.0
O0042237,D0262,True,50.46447950832624,0.0
O0042267,D0143,True,18.983237556991163,0.0
O0041822,D0114,True,31.180885962386572,0.0
O0041931,D0080,True,19.757696221828088,0.0
O0042335,D0176,True,25.055697042770937,0.0
O0041720,D0210,True,28.186642369778227,0.0
O0042270,D0249,True,30.376245722568264,0.0
O0041846,D0061,True,31.443817749544724,0.0
O0041870,D0234,True,23.62759197074402,0.0
O0042342,D0294,True,22.95657469502238,0.0
O0041878,D0070,True,31.656551955798253,0.0
O0041975,D0239,True,20.011733077186733,0.0
O0042159,D0295,True,16.498388121854443,0.0
O0042376,D0108,True,22.367166935495714,0.0
O0042117,D0228,True,39.58036359624831,0.0
O0041715,D0221,True,33.61526493081833,0.0
O0041692,D0135,True,35.434977114374675,0.0
O0041712,D0188,True,74.50306255816028,0.0
O0041705,D0162,True,39.58657028690399,0.0
O0042412,D0116,True,86.43143885798744,0.0
O0041877,D0035,True,33.46421589939786,0.0
O0041875,D0183,True,25.952586523686048,0.0
O0042112,D0298,True,26.436919815798245,0.0
O0042189,D0208,True,43.408352615683455,0.0
O0041760,D0096,True,23.449786625196143,0.0
O0041834,D0055,True,33.662406334142815,0.0
O0041777,D0226,True,22.025072539786827,0.0
O0041788,D0018,True,25.335210465796994,0.0
O0042397,D0126,True,32.16032356599999,0.0
O0042388,D0276,True,29.422657906453548,0.0
O0042182,D0064,True,24.551874462489,0.0
O0042062,D0082,True,27.831024714202304,0.0
O0041717,D0113,True,100.78926504395731,0.0
O0042037,D0190,True,17.96899169565462,0.0
O0041918,D0231,True,36.835391753806675,0.0
O0042268,D0058,True,55.536263360537056,0.0
O0042080,D0065,True,32.17972594673354,0.0
O0042392,D0237,True,41.56704847028867,0.0
O0042028,D0268,True,25.753590255183635,0.0
O0042153,D0182,True,30.2626672624893,0.0
O0041671,D0273,True,17.63839241400278,0.0
O0041783,D0066,True,81.42531860638788,0.0
O0042361,D0146,True,31.4607676760188,0.0
O0042302,D0003,True,16.27457318694337,0.0
O0042229,D0119,True,27.272322215742175,0.0
O0041803,D0078,True,39.208781694091634,0.0
O0042096,D0279,True,97.20268826642749,0.0
O0041893,D0163,True,32.43011150241053,0.0
O0042289,D0212,True,20.401223751886494,0.0
O0042307,D0238,True,23.337192643285892,0.0
O0042136,D0205,True,47.185894284570566,0.0
O0041923,D0098,True,28.11222610388816,0.0
O0042185,D0280,True,63.78406680770625,0.0
O0041697,D0165,True,19.64409088150218,0.0
O0042198,D0140,True,22.251188614299263,0.0
O0042145,D0100,True,23.06803433743845,0.0
O0041754,D0118,True,31.956632235807827,0.0
O0041914,D0123,True,26.322474270286783,0.0
O0042016,D0003,True,17.45130250746863,0.0
O0041756,D0192,True,24.305024384927943,0.0
O0042313,D0027,True,23.03136014238841,0.0
O0041837,D0117,True,25.077234594704883,0.0
O0042393,D0233,True,18.614546722090548,0.0
O0042364,D0112,True,26.945322141201224,0.0
O0042168,D0253,True,38.74519214564143,0.0
O0042422,D0012,True,24.66474653794596,0.0
O0042063,D0043,True,25.761990341751403,0.0
O0042132,D0015,True,26.30922589940282,0.0
O0042005,D0161,True,39.399803532380474,0.0
O0041669,D0261,True,29.724995244716368,0.0
O0042403,D0115,True,25.230627814771932,0.0
O0041772,D0247,True,36.686559632494784,0.0
O0042147,D0041,True,27.744755314573712,0.0
O0042262,D0274,True,33.501933603209395,0.0
O0041769,D0287,True,33.907907196700855,0.0
O0042128,D0184,True,30.926320562121898,0.0
O0041843,D0069,True,26.909252440956713,0.0
O0042094,D0033,True,44.56258817918518,0.0
O0042212,D0056,True,19.29822697812193,0.0
O0041816,D0132,True,22.649608995125,0.0
O0042014,D0083,True,23.273161757414467,0.0
O0042114,D0200,True,70.89665751507157,0.0
O0041824,D0288,True,18.991252812149725,0.0
O0042000,D0299,True,46.28721517756541,0.0
O0042115,D0242,True,35.970028009779284,0.0
O0042050,D0254,True,29.678834400290427,0.0
O0042354,D0028,True,89.16251816097885,0.0
O0041924,D0063,True,35.86278002438151,0.0
O0042303,D0009,True,45.91410495169896,0.0
O0042102,D0207,True,48.2658727606406,0.0
O0042246,D0286,True,34.890507490758885,0.0
O0042301,D0019,True,24.164725532277988,0.0
O0041913,D0217,True,25.537738080135103,0.0
O0042012,D0154,True,22.753202525209783,0.0
O0041997,D0005,True,38.77920816155539,0.0
O0042006,D0044,True,18.468356879251658,0.0
O0042091,D0187,True,36.624926355695735,0.0
O0041682,D0235,True,45.89689672609088,0.0
O0042073,D0148,True,20.47474606822942,0.0
O0041906,D0106,True,48.219193747205615,0.0
O0042152,D0295,True,26.85687434745929,0.0
O0042337,D0172,True,25.6812435823931,0.0
O0041745,D0277,True,28.469443172376447,0.0
O0042111,D0180,True,33.69176927943514,0.0
O0041859,D0222,True,31.52409833499502,0.0
O0041948,D0156,True,22.27283062318168,0.0
O0042085,D0258,True,41.020469662000416,0.0
O0042280,D0143,True,37.23144718755436,0.0
O0042208,D0057,True,18.53390368213371,0.0
O0041876,D0158,True,25.66295399109083,0.0
O0041946,D0178,True,19.20026265042696,0.0
O0042046,D0284,True,27.347891242176427,0.0
O0041751,D0000,True,39.39709110276893,0.0
O0042052,D0278,True,39.61057757111851,0.0
O0041865,D0032,True,30.42763162207311,0.0
O0041737,D0134,True,33.52274624129468,0.0
O0041858,D0209,True,46.39534175382463,0.0
O0042411,D0059,True,39.35859694052009,0.0
O0042363,D0084,True,31.98603320435949,0.0
O0042058,D0203,True,24.739861290451348,0.0
O0042324,D0130,True,26.274731304480227,0.0
O0041746,D0246,True,32.38375832725918,0.0
O0041719,D0016,True,31.397263572936634,0.0
O0042013,D0280,True,26.36208650312419,0.0
O0041950,D0128,True,37.07681845885824,0.0
O0041958,D0212,True,17.86544958893375,0.0
O0042163,D0093,True,32.6024979237129,0.0
O0042048,D0020,True,49.21444575101154,0.0
O0042155,D0252,True,27.558805042823284,0.0
O0042263,D0030,True,47.914846817256425,0.0
O0042384,D0007,True,37.51459669619848,0.0
O0041695,D0054,True,21.066435802131313,0.0
O0042357,D0214,True,18.478903496365763,0.0
O0042044,D0272,True,17.698622857210623,0.0
O0042045,D0038,True,40.80237115153424,0.0
O0042210,D0165,True,17.26444012609997,0.0
O0042138,D0295,True,31.135345018336007,0.0
O0042186,D0027,True,24.236016604582453,0.0
O0041747,D0181,True,24.07204176708535,0.0
O0042088,D0022,True,22.628137765231315,0.0
O0041820,D0107,True,24.439756568008697,0.0
O0042373,D0199,True,23.922826572700277,0.0
O0042386,D0031,True,25.5139791508926,0.0
O0041673,D0247,True,39.16416045888485,0.0
O0041883,D0040,True,38.14340900967794,0.0
O0042056,D0090,True,36.01987460414427,0.0
O0041785,D0101,True,26.116020114249494,0.0
O0041980,D0062,True,22.804938317848684,0.0
O0041985,D0053,True,20.297857121086523,0.0
O0042340,D0138,True,23.6542665401187,0.0
O0042018,D0143,True,24.395802553746886,0.0
O0041685,D0299,True,97.24639524593006,0.0
O0041733,D0227,True,29.218240099095983,0.0
O0042265,D0239,True,39.091707923113304,0.0
O0042293,D0186,True,28.295577276855674,0.0
O0042089,D0218,True,24.114663224916118,0.0
O0042142,D0272,True,69.8828985526222,0.0
O0042319,D0217,True,30.07353721722355,0.0
O0042205,D0136,True,17.36443929833488,0.0
O0042092,D0194,True,16.249665322415122,0.0
O0041930,D0075,True,43.14361609906865,0.0
O0042072,D0174,True,39.19965558536665,0.0
O0042306,D0023,True,25.351815849289498,0.0
O0042266,D0037,True,24.84735965629878,0.0
O0041993,D0283,True,28.067851544120835,0.0
O0042418,D0170,True,31.548381170875405,0.0
O0042055,D0121,True,31.570132794046422,0.0
O0042409,D0093,True,35.53911676743673,0.0
O0041680,D0099,True,32.3726462741087,0.0
O0042251,D0298,True,21.54894309117829,0.0
O0042294,D0197,True,35.2862883477928,0.0
O0041691,D0107,True,18.411374428982036,0.0
O0041802,D0152,True,33.37113498188433,0.0
O0042222,D0238,True,26.158274796269982,0.0
O0042065,D0282,True,35.346267619846515,0.0
O0042394,D0173,True,89.84798738453975,0.0
O0041949,D0015,True,41.35198116974301,0.0
O0042026,D0017,True,32.75670205453982,0.0
O0042047,D0141,True,33.006019847818855,0.0
O0041861,D0050,True,24.87108227509823,0.0
O0042424,D0087,True,25.722721663146633,0.0
O0041989,D0285,True,39.52135508366755,0.0
O0041716,D0115,True,49.72739148525606,0.0
O0041728,D0157,True,38.72359477302085,0.0
O0041872,D0102,True,34.0728605280624,0.0
O0041724,D0029,True,43.021439469836146,0.0
O0042429,D0084,True,30.6732621758313,0.0
O0041964,D0027,True,34.06334798497142,0.0
O0042346,D0271,True,19.435462168815192,0.0
O0041848,D0037,True,27.73866186366373,0.0
O0041687,D0191,True,27.22381876427929,0.0
O0042236,D0226,True,35.65710713073452,0.0
O0041897,D0252,True,50.75519326452354,0.0
O0042290,D0131,True,26.035780085542704,0.0
O0042120,D0136,True,31.89792974721059,0.0
O0042308,D0172,True,84.83021692109605,0.0
O0042231,D0214,True,25.744728285622827,0.0
O0041693,D0053,True,41.70409144771929,0.0
O0042421,D0230,True,28.35464997939894,0.0
O0042272,D0062,True,30.592592139443095,0.0
O0041768,D0145,True,25.84559820626134,0.0
O0041665,D0043,True,23.611047913873207,0.0
O0041792,D0231,True,56.08856415788052,0.0
O0042402,D0265,True,38.812462506996766,0.0
O0042318,D0072,True,35.53170646168793,0.0
O0042176,D0263,True,39.22170939606062,0.0
O0042254,D0178,True,65.70137408645482,0.0
O0042124,D0032,True,26.5459610111158,0.0
O0042140,D0108,True,18.96642062977903,0.0
O0041797,D0025,True,67.57792913729949,0.0
O0042141,D0122,True,29.479136469010516,0.0
O0042269,D0131,True,101.02126000105892,0.0
O0041996,D0215,True,24.03136858323706,0.0
O0041696,D0079,True,40.54026940861701,0.0
O0041935,D0081,True,26.825731370459113,0.0
O0041821,D0155,True,19.44446664650362,0.0
O0041976,D0247,True,110.22782633727174,0.0
O0042344,D0288,True,23.417846338333888,0.0
O0041703,D0179,True,35.94456198149048,0.0
O0042126,D0275,True,21.936822907592,0.0
O0042067,D0255,True,50.73306319618945,0.0
O0041881,D0030,True,32.73325630737667,0.0
O0041968,D0236,True,25.52860026662672,0.0
O0041915,D0080,True,19.996167912444022,0.0
O0042029,D0283,True,74.55351881197078,0.0
O0042020,D0000,True,59.24620423180314,0.0
O0042391,D0052,True,19.91391200383792,0.0
O0042258,D0298,True,37.24927540557287,0.0
O0042216,D0019,True,38.12681971191663,0.0
O0041880,D0117,True,33.33924964441261,0.0
O0041721,D0217,True,29.172189830556746,0.0
O0042017,D0157,True,46.57800524913241,0.0
O0042023,D0203,True,24.433554546055465,0.0
O0041864,D0104,True,51.34482148980632,0.0
O0041723,D0068,True,27.824840438961125,0.0
O0042064,D0155,True,26.47347647448265,0.0
O0042158,D0047,True,31.716599863282614,0.0
O0041681,D0285,True,31.226921053389837,0.0
O0041749,D0077,True,31.754710764392993,0.0
O0042188,D0087,True,108.136257888911,0.0
O0042174,D0234,True,27.85636364477896,0.0
O0041863,D0003,True,37.36008815789098,0.0
O0041992,D0073,True,24.92876814516287,0.0
O0041808,D0026,True,51.26532254104431,0.0
O0041868,D0147,True,28.706648390716566,0.0
O0041748,D0273,True,27.666986773342224,0.0
O0042078,D0189,True,23.929297013866833,0.0
O0042123,D0036,True,48.202001359604665,0.0
O0042213,D0203,True,38.194400526612704,0.0
O0042060,D0229,True,24.277816503101278,0.0
O0042175,D0168,True,30.148840840646017,0.0
O0042104,D0073,True,27.207539591610114,0.0
O0042131,D0060,True,44.727603558606226,0.0
O0041987,D0049,True,40.07181498126909,0.0
O0042362,D0212,True,29.57811761160099,0.0
O0042038,D0051,True,124.09254441217828,0.0
O0042042,D0072,True,21.47583025367254,0.0
O0042217,D0275,True,29.234932551465565,0.0
O0042292,D0214,True,20.306615416520426,0.0
O0042314,D0019,True,30.323900452903803,0.0
O0042066,D0061,True,47.71503163282879,0.0
O0042010,D0108,True,37.7251789607781,0.0
O0041959,D0104,True,53.01067988272786,0.0
O0042166,D0294,True,40.10723416877577,0.0
O0041740,D0009,True,40.30556191716893,0.0
O0041759,D0166,True,30.35229463130047,0.0
O0041711,D0129,True,28.091946674024108,0.0
O0042083,D0131,True,52.046203088627074,0.0
O0042378,D0134,True,38.80319019155079,0.0
O0041744,D0203,True,57.433128658405224,0.0
O0041817,D0270,True,47.52659463711746,0.0
O0042227,D0080,True,38.368488587022185,0.0
O0041677,D0136,True,29.184397762010242,0.0
O0042130,D0244,True,86.17120145625901,0.0
O0042033,D0098,True,37.42480927087189,0.0
O0041986,D0216,True,69.63521315061894,0.0
O0042395,D0046,True,30.299650291521925,0.0
O0042077,D0062,True,32.56533976123054,0.0
O0041686,D0079,True,73.95067768787013,0.0
O0041926,D0263,True,37.431910056190766,0.0
O0041753,D0192,True,43.664389252925744,0.0
O0041743,D0295,True,34.943959165769705,0.0
O0042277,D0155,True,29.243875311239428,0.0
O0041925,D0215,True,97.13926262071422,0.0
O0042248,D0109,True,28.84652117969159,0.0
O0042360,D0086,True,27.17843280020034,0.0
O0041857,D0143,True,43.28532411202591,0.0
O0041672,D0084,True,55.86735978319161,0.0
O0042247,D0150,True,74.1131344458751,0.0
O0042087,D0298,True,41.44603180932457,0.0
O0042139,D0060,True,38.99262713090658,0.0
O0041734,D0233,True,31.15365110444262,0.0
O0042184,D0241,True,31.304302368412966,0.0
O0042103,D0043,True,39.996692897541934,0.0
O0042287,D0212,True,51.170005086052015,0.0
O0041882,D0037,True,122.70975584709232,0.0
O0041990,D0122,True,31.155802974748756,0.0
O0042284,D0171,True,33.634787825964914,0.0
O0041979,D0046,True,34.24070878435487,0.0
O0042196,D0180,True,37.35293792777665,0.0
O0041757,D0036,True,26.19119334517216,0.0
O0041839,D0123,True,49.1265553797982,0.0
O0042167,D0027,True,26.532958305561984,0.0
O0041742,D0136,True,53.34083391042441,0.0
O0041825,D0062,True,58.94632022271412,0.0
O0042311,D0159,True,96.95054258658611,0.0
O0041798,D0229,True,22.95845549925245,0.0
O0041971,D0249,True,29.59110493637981,0.0
O0042250,D0260,True,112.925054771944,0.0
O0042181,D0198,True,84.38862467888005,0.0
O0042206,D0217,True,48.153720998121415,0.0
O0042162,D0113,True,41.62789853625055,0.0
O0042199,D0039,True,68.4325121223305,0.0
O0042015,D0131,True,38.41483525905564,0.0
O0042224,D0221,True,33.64784565553732,0.0
O0042387,D0124,True,34.31204812453325,0.0
O0042051,D0042,True,26.630404577544017,0.0
O0041684,D0155,True,22.83187631544875,0.0
O0042187,D0099,True,28.824007970443596,0.0
O0041804,D0000,True,55.00682885426389,0.0
O0041944,D0130,True,26.212470475788397,0.0
O0042209,D0143,True,36.82151657255002,0.0
O0042043,D0053,True,62.70278236702763,0.0
O0041690,D0248,True,36.39835720094298,0.0
O0042036,D0275,True,37.25383317745415,0.0
O0042299,D0295,True,38.14522582090988,0.0
O0042049,D0104,True,38.66414090726685,0.0
O0042399,D0157,True,40.76157150858745,0.0
O0041699,D0297,True,53.578365952459876,0.0
O0041782,D0122,True,55.265298670433864,0.0
O0041773,D0270,True,48.72095926300865,0.0
O0041855,D0229,True,51.62528431588419,0.0
O0041667,D0241,True,33.597224142856,0.0
O0041795,D0050,True,26.314611481248544,0.0
O0041853,D0055,True,61.036469350879486,0.0
O0041977,D0189,True,21.931197761228418,0.0
O0042356,D0107,True,44.06337847439921,0.0
O0042144,D0129,True,90.6570641769528,0.0
O0041707,D0165,True,68.18913313208772,0.0
O0041812,D0204,True,53.81907135322516,0.0
O0041899,D0084,True,41.41979531902204,0.0
O0042255,D0091,True,46.97892425350577,0.0
O0041725,D0298,True,145.1064877626345,0.0
O0041886,D0088,True,30.776909967212855,0.0
O0041776,D0117,True,31.98900394287377,0.0
O0041710,D0251,True,34.007276304779054,0.0
O0042081,D0032,True,57.09076300422317,0.0
O0041831,D0072,True,40.17188036634057,0.0
O0041847,D0172,True,63.84079571073804,0.0
O0041784,D0103,True,33.18093606711457,0.0
O0041920,D0188,True,32.52379791051785,0.0
O0041842,D0168,True,103.5197145481517,0.0
O0041718,D0177,True,57.28832355988156,0.0
O0041982,D0006,True,30.917012329831003,0.0
O0042133,D0012,True,27.515060055658182,0.0
O0042420,D0073,True,37.37724012777876,0.0
O0042151,D0269,True,47.2946103133219,0.0
O0042053,D0133,True,46.41545649791535,0.0
O0042256,D0262,True,76.97865391609344,0.0
O0041850,D0068,True,44.439337291698806,0.0
O0041811,D0099,True,37.089418590178454,0.0
O0042160,D0227,True,28.678526690033923,0.0
O0042183,D0008,True,59.71975751173102,0.0
O0041905,D0027,True,41.31991663927527,0.0
O0042390,D0278,True,36.4606222293681,0.0
O0042276,D0042,True,26.962610912038652,0.0
O0042339,D0065,True,49.49339707226849,0.0
O0041969,D0144,True,44.51298691121038,0.0
O0042383,D0206,True,39.19690761866629,0.0
O0041764,D0018,True,46.022546412702894,0.0
O0042150,D0256,True,49.58826807215762,0.0
O0041752,D0046,True,69.48423676847383,0.0
O0041844,D0287,True,116.445677305679,0.0
O0042325,D0131,True,48.25674164228003,0.0
O0042191,D0189,True,47.07577312319537,0.0
O0042122,D0143,True,43.77854671550649,0.0
O0042358,D0104,True,66.0101355870527,0.0
O0042200,D0182,True,34.51147256070045,0.0
O0041955,D0217,True,62.58738145172869,0.0
O0041781,D0007,True,28.119089726770664,0.0
O0042283,D0193,True,29.091321653823883,0.0
O0041704,D0140,True,39.60648011219082,0.0
O0041722,D0157,True,39.591566703158286,0.0
O0041887,D0202,True,28.808605493004663,0.0
O0042401,D0295,True,38.45654422905045,0.0
O0041738,D0015,True,54.44680076012871,0.0
O0042202,D0234,True,29.59056770326742,0.0
O0041988,D0267,True,33.766390675966036,0.0
O0041874,D0273,True,30.39144430907159,0.0
O0042316,D0185,True,29.934926045174656,0.0
O0041779,D0253,True,41.476428981273465,0.0
O0042414,D0043,True,64.77200450602265,0.0
O0042427,D0097,True,33.74597905094025,0.0
O0042135,D0086,True,53.29954306698353,0.0
O0041911,D0244,True,37.31541042548955,0.0
O0042178,D0064,True,37.013114162565635,0.0
O0041698,D0085,True,68.87259202688787,0.0
O0042211,D0025,True,77.01426295939883,0.0
O0042099,D0049,True,32.92655705122979,0.0
O0042312,D0074,True,27.548166377558424,0.0
O0042330,D0243,True,35.539864167803444,0.0
O0041901,D0221,True,119.66523049287963,0.0
O0042137,D0279,True,30.95713900727124,0.0
O0042007,D0290,True,46.76036306959255,0.0
O0041700,D0100,True,27.093461416123777,0.0
O0041984,D0138,True,24.287356515039747,0.0
O0042404,D0127,True,32.48406574459964,0.0
O0042323,D0000,True,41.1073555651374,0.0
O0041871,D0093,True,41.65560194930351,0.0
O0041679,D0151,True,58.315329241854215,0.0
O0041666,D0006,True,30.652603739512433,0.0
O0041922,D0166,True,29.156843004819827,0.0
O0042059,D0107,True,50.624888567503795,0.0
O0042148,D0134,True,27.620711554400817,0.0
O0041775,D0190,True,51.336963814091206,0.0
O0042310,D0084,True,72.0002689393473,0.0
O0042226,D0229,True,58.22240000873901,0.0
O0042345,D0045,True,28.400641175761105,0.0
O0042315,D0088,True,21.75385924181755,0.0
O0042069,D0171,True,38.86696600107648,0.0
O0041900,D0255,True,33.33368868971691,0.0
O0042297,D0294,True,38.78338539302651,0.0
O0042075,D0010,True,42.889191609505346,0.0
O0042309,D0297,True,57.29157156327449,0.0
O0042368,D0108,True,59.21204735023673,0.0
O0041943,D0234,True,36.17450051812394,0.0
O0041694,D0012,True,36.24885664497886,0.0
O0041947,D0193,True,30.302425383323868,0.0
O0041956,D0092,True,33.34750904559169,0.0
O0042408,D0233,True,38.634226830679864,0.0
O0042230,D0112,True,57.55673328283206,0.0
O0042173,D0027,True,42.67509714102797,0.0
O0041761,D0202,True,28.037652462059803,0.0
O0042298,D0177,True,45.395229142977534,0.0
O0042011,D0200,True,70.90953348311932,0.0
O0042241,D0007,True,40.43871134498988,0.0
O0041739,D0181,True,38.284833127818935,0.0
O0041838,D0192,True,43.573453145023734,0.0
O0042110,D0158,True,31.443100095945784,0.0
O0041970,D0248,True,55.93596938077268,0.0
O0042001,D0073,True,41.166408620514005,0.0
O0041953,D0126,True,25.4256350716638,0.0
O0042375,D0099,True,19.938456612063916,0.0
O0041799,D0167,True,32.006606840526494,0.0
